ind,sentence,talkNum,sentenceNum
671,"(Video) Win Butler: ♫ Now our lives are changing fast ♫ ♫ Now our lives are changing fast ♫ ♫ Hope that something pure can last ♫ ♫ Hope that something pure can last ♫ ♫ Ooh we used to wait ♫ ♫ Ooh we used to wait ♫ ♫ Ooh we used to wait ♫ ♫ Sometimes it never came ♫ ♫ Sometimes it never came ♫ ♫ Still moving through the pain ♫ ♫ We used to wait for it ♫ ♫ We used to wait for it ♫ ♫ We used to wait for it ♫AK: So I think, if there's one thing to take away from my talk today, it's that an interface can be a powerful narrative device.",3539,176
672,There's this group online that I frequent.,4043,97
673,"Its choices will make or break the world's fight against climate change, for if India chooses fossil fuels to power its growing economy, its carbon emissions could explode, making it the world's number one emitter later this century.Still, for most Indians fossil fuels are a luxury.",138,15
674,"But outside of that, I didn't really realize why it mattered that my parents were from two different places.",2108,27
675,Some people say that I should study to become a climate scientist so that I can "solve the climate crisis.",1031,64
676,Violence has declined dramatically over the last 500 years.,3361,62
677,"By 15 years later, by 1850, doing the same thing — starting what was experienced as a mass—circulation daily paper — would come to cost two and a half million dollars.",4229,4
678,"As more than 40 percent of the world's population is living in coastal areas, as sea levels rise and as storms get worse and worse, we're going to be more and more underwater.",400,12
679,"There's hundreds of billions of your aid dollars at stake, tens of millions of lives, or deaths, at stake, and, I'd argue, the security and future of you and your family is also at stake.So, if you're with me, I'd say there's three essential steps in this crowdsourcing campaign: collecting, connecting and committing.So first of all, we've got to ground this campaign in core polling data.",3190,21
680,These three characters brought an authentic vision from multiple perspectives.,2795,38
681,(High-pitched sounds)(High-pitched sounds)(Hooting)MB: So what he's doing is he's changing the shape and the length of the vibrating air column using rhythmic contractions of all the muscles to generate all those sounds that you're hearing.,965,98
682,"For the first time, I filmed on hidden camera the guys who do this, and they were ready to buy the arm and they were ready to use it to prepare those potions for people.I am glad today the Tanzanian government has taken action, but the key issue is that the Tanzanian government could only take action because the evidence was available.",2910,30
683,"So you can't see the enemy most of the time, and as a result, we've needed a very different approach to eradicate polio than what was done with smallpox.We've had to create one of the largest social movements in history.",3538,70
684,"When forfeiture proceeds stop hitting law enforcement budgets directly, that is when we will end policing for profit.",403,80
685,"And this is exactly how one cancer cell becomes two cancer cells, two cancer cells become four cancer cells, and we have ultimately uncontrolled tumor growth.Tumor Treating Fields use externally placed transducers attached to a field generator to create an artificial electric field on that space station.",3360,26
